"","ENTREZID","SYMBOL","ENSEMBL","SRR12878708","SRR12878713","SRR12878714","SRR12878717","SRR12878718","SRR12878719"
"13701","404203","SPINK6","ENSG00000178172",0,0,0,3,0,0
"13702","404217","CTXN1","ENSG00000178531",92,0,26,5,2,9
"13703","404220","C6orf201","ENSG00000185689",34,1,9,21,67,101
"13704","404266","HOXB-AS3","ENSG00000233101",0,0,0,0,0,5
"13705","404281","YY2","ENSG00000230797",45,0,31,5,2,6
"13708","404550","C16orf74","ENSG00000154102",6,6,8,3,4,3
"13709","404552","SCGB1D4","ENSG00000197745",0,0,0,0,0,0
"13712","404663","LINC01194",NA,0,0,0,0,0,0
"13713","404665","CACTIN-AS1","ENSG00000226800",7,1,2,0,0,3
"13714","404672","GTF2H5","ENSG00000272047",419,14,220,3,18,26
"13717","404734","ANKHD1-EIF4EBP3","ENSG00000254996",2,2,3,0,10,6
"13718","404744","NPSR1-AS1","ENSG00000197085",0,12,0,9,3,2
"13719","404785","POTEG","ENSG00000187537",0,0,0,0,0,0
"13745","405753","DUOXA2","ENSG00000140274",0,0,3,1,0,0
"13746","405754","ERVFRD-1","ENSG00000244476",63,6,25,0,7,5
"13761","406881","MIRLET7A1","ENSG00000199165",2,0,10,0,0,0
"13762","406882","MIRLET7A2","ENSG00000198975",0,0,0,0,0,0
"13763","406883","MIRLET7A3","ENSG00000283990",0,0,0,0,0,0
"13764","406884","MIRLET7B","ENSG00000284520",0,0,0,0,0,0
"13765","406885","MIRLET7C","ENSG00000199030",1,0,0,0,0,0
"13766","406886","MIRLET7D","ENSG00000199133",2,0,0,0,0,0
"13767","406887","MIRLET7E","ENSG00000198972",2,0,0,0,0,0
"13768","406888","MIRLET7F1","ENSG00000199072",6,0,4,0,0,0
"13769","406889","MIRLET7F2","ENSG00000208012",0,0,0,0,0,0
"13770","406890","MIRLET7G","ENSG00000199150",4,0,0,0,0,0
"13771","406891","MIRLET7I","ENSG00000199179",11,0,3,0,0,0
"13772","406892","MIR100","ENSG00000207994",0,0,0,0,0,0
"13773","406893","MIR101-1","ENSG00000199135",5,0,1,0,0,0
"13774","406894","MIR101-2","ENSG00000199065",0,0,0,0,0,0
"13775","406895","MIR103A1","ENSG00000199035",0,0,0,0,0,0
"13776","406896","MIR103A2","ENSG00000199024",0,0,0,0,0,0
"13777","406897","MIR105-1","ENSG00000207957",0,0,0,0,0,1
"13778","406898","MIR105-2","ENSG00000207818",0,0,0,0,0,0
"13779","406899","MIR106A","ENSG00000284157",0,0,0,5,2,1
"13781","406900","MIR106B","ENSG00000208036",0,0,2,0,0,0
"13782","406901","MIR107","ENSG00000198997",0,0,0,0,0,0
"13783","406902","MIR10A","ENSG00000284038",0,0,0,0,0,3
"13784","406903","MIR10B","ENSG00000207744",0,0,0,2,8,0
"13785","406904","MIR1-1","ENSG00000199017",0,0,0,0,0,0
"13786","406905","MIR1-2","ENSG00000284453",0,1,0,0,0,0
"13787","406906","MIR122","ENSG00000284440",0,0,0,0,0,0
"13788","406907","MIR124-1","ENSG00000284321",0,0,0,0,0,0
"13789","406907","MIR124-1","ENSG00000285161",0,0,0,0,0,0
"13790","406908","MIR124-2","ENSG00000207816",0,0,0,0,0,0
"13791","406909","MIR124-3","ENSG00000207598",0,0,0,0,0,0
"13792","406910","MIR125A","ENSG00000208008",7,3,0,0,0,0
"13793","406911","MIR125B1","ENSG00000207971",0,0,2,0,0,0
"13794","406912","MIR125B2","ENSG00000207863",0,0,0,0,0,0
"13795","406913","MIR126","ENSG00000199161",1,0,3,0,4,0
"13796","406914","MIR127","ENSG00000207608",0,0,0,0,0,0
"13797","406915","MIR128-1","ENSG00000207654",0,0,0,0,0,0
"13798","406916","MIR128-2","ENSG00000207625",0,0,0,0,0,0
"13799","406917","MIR129-1","ENSG00000207705",0,0,0,0,0,0
"13800","406918","MIR129-2","ENSG00000199077",0,0,0,0,0,0
"13801","406919","MIR130A","ENSG00000208009",0,0,0,0,0,0
"13802","406920","MIR130B","ENSG00000283871",0,0,0,0,0,0
"13803","406921","MIR132","ENSG00000267200",4,0,0,0,0,0
"13804","406922","MIR133A1","ENSG00000283927",0,0,0,0,0,0
"13805","406923","MIR133A2","ENSG00000284508",0,0,0,0,0,0
"13806","406924","MIR134","ENSG00000207993",0,0,0,0,0,0
"13807","406925","MIR135A1","ENSG00000207926",0,0,0,0,0,0
"13808","406926","MIR135A2","ENSG00000207586",0,0,0,0,0,0
"13809","406927","MIR136","ENSG00000207942",0,0,0,0,0,0
"13810","406928","MIR137","ENSG00000284202",0,0,0,0,0,0
"13811","406929","MIR138-1","ENSG00000207954",0,0,0,0,0,0
"13812","406930","MIR138-2","ENSG00000207649",0,0,0,0,0,0
"13813","406931","MIR139","ENSG00000272036",0,0,0,0,0,0
"13814","406932","MIR140","ENSG00000208017",0,0,0,1,0,0
"13815","406933","MIR141","ENSG00000207708",0,0,0,0,0,0
"13816","406934","MIR142","ENSG00000284353",1,0,1,0,0,0
"13817","406935","MIR143","ENSG00000284182",185,8,40,0,0,20
"13818","406936","MIR144","ENSG00000283819",0,0,0,0,0,0
"13819","406938","MIR146A","ENSG00000283733",7,0,0,0,0,0
"13820","406939","MIR147A","ENSG00000207814",0,0,0,0,0,0
"13821","406940","MIR148A","ENSG00000199085",0,0,0,0,0,0
"13822","406941","MIR149","ENSG00000207611",0,0,0,0,0,0
"13823","406942","MIR150","ENSG00000207782",0,0,3,0,0,0
"13824","406943","MIR152","ENSG00000207947",0,0,0,0,0,0
"13825","406944","MIR153-1","ENSG00000207647",0,0,0,0,0,2
"13826","406945","MIR153-2","ENSG00000207960",0,2,0,0,0,1
"13827","406946","MIR154","ENSG00000207978",0,0,0,0,0,0
"13828","406947","MIR155","ENSG00000283904",0,0,0,0,0,0
"13829","406949","MIR15B","ENSG00000207779",0,0,0,0,0,0
"13830","406950","MIR16-1","ENSG00000208006",0,0,0,0,0,0
"13831","406951","MIR16-2","ENSG00000198987",0,0,0,0,0,0
"13832","406954","MIR181A2","ENSG00000207595",0,0,14,0,3,0
"13833","406955","MIR181B1","ENSG00000207975",0,0,0,0,0,0
"13834","406956","MIR181B2","ENSG00000207737",0,0,0,0,0,0
"13835","406957","MIR181C","ENSG00000207613",0,0,0,0,0,0
"13836","406957","MIR181C","ENSG00000288397",0,0,0,0,0,0
"13837","406958","MIR182","ENSG00000207990",0,0,0,0,0,0
"13838","406959","MIR183","ENSG00000207691",0,0,0,0,0,0
"13839","406960","MIR184","ENSG00000207695",0,0,0,0,0,0
"13840","406961","MIR185","ENSG00000208023",0,0,0,0,0,0
"13841","406962","MIR186","ENSG00000207721",0,0,0,0,0,0
"13842","406963","MIR187","ENSG00000207797",0,0,0,0,0,0
"13843","406964","MIR188","ENSG00000207768",0,0,0,0,0,0
"13844","406965","MIR190A","ENSG00000211137",2,0,4,0,0,0
"13845","406966","MIR191","ENSG00000207605",1,0,5,0,0,0
"13846","406967","MIR192","ENSG00000283926",0,0,0,0,0,0
"13847","406968","MIR193A","ENSG00000207614",10,0,4,0,0,3
"13848","406969","MIR194-1","ENSG00000207624",0,0,0,0,0,0
"13849","406970","MIR194-2","ENSG00000284155",0,0,0,0,0,0
"13850","406972","MIR196A1","ENSG00000210741",0,0,0,0,0,0
"13851","406973","MIR196A2","ENSG00000207924",0,0,0,0,0,0
"13852","406974","MIR197","ENSG00000284443",0,0,4,1,0,0
"13853","406975","MIR198","ENSG00000284121",0,0,0,0,0,0
"13854","406976","MIR199A1","ENSG00000207752",1,0,4,0,0,0
"13855","406978","MIR199B","ENSG00000207581",0,0,0,0,0,0
"13856","406980","MIR19B1","ENSG00000284375",0,0,0,0,0,0
"13857","406981","MIR19B2","ENSG00000284107",0,0,0,0,0,0
"13858","406983","MIR200A","ENSG00000207607",0,0,0,0,0,0
"13859","406984","MIR200B","ENSG00000207730",0,0,0,0,0,0
"13860","406985","MIR200C","ENSG00000207713",0,0,0,0,0,0
"13861","406986","MIR203A","ENSG00000207568",0,0,0,0,0,0
"13862","406987","MIR204","ENSG00000207935",0,0,0,0,0,0
"13863","406988","MIR205","ENSG00000284485",0,0,0,0,0,0
"13864","406989","MIR206","ENSG00000207604",0,0,0,0,0,0
"13865","406990","MIR208A","ENSG00000199157",0,0,0,0,0,0
"13866","406991","MIR21","ENSG00000284190",7,2,4,0,0,0
"13867","406992","MIR210","ENSG00000199038",0,0,0,0,0,0
"13868","406993","MIR211","ENSG00000207702",0,0,0,0,0,0
"13869","406994","MIR212","ENSG00000267195",19,0,4,0,0,0
"13870","406995","MIR181A1","ENSG00000207759",0,0,0,0,0,0
"13871","406997","MIR215","ENSG00000207590",2,0,0,0,0,0
"13872","406998","MIR216A","ENSG00000207798",0,0,0,0,0,0
"13873","406999","MIR217","ENSG00000207548",0,0,0,0,0,0
"13876","407000","MIR218-1","ENSG00000207732",0,0,0,0,0,0
"13877","407001","MIR218-2","ENSG00000207739",0,0,0,0,0,1
"13878","407002","MIR219A1","ENSG00000199036",2,0,2,0,0,1
"13879","407003","MIR219A2","ENSG00000284185",0,0,0,0,0,0
"13880","407004","MIR22","ENSG00000283824",0,0,0,0,0,0
"13881","407006","MIR221","ENSG00000207870",0,0,8,0,0,3
"13882","407007","MIR222","ENSG00000207725",3,0,1,0,0,0
"13883","407008","MIR223","ENSG00000284567",20,10,1,0,0,0
"13884","407011","MIR23B","ENSG00000207563",22,2,8,0,25,1
"13885","407014","MIR25","ENSG00000207547",0,0,0,0,0,0
"13886","407015","MIR26A1","ENSG00000199075",0,0,0,0,0,0
"13887","407016","MIR26A2","ENSG00000207789",1,0,0,0,4,0
"13888","407017","MIR26B","ENSG00000199121",29,0,5,0,0,0
"13889","407021","MIR29A","ENSG00000284032",0,0,0,0,0,0
"13890","407022","MIR296","ENSG00000284040",0,0,0,0,0,0
"13891","407023","MIR299","ENSG00000207749",0,0,0,0,0,3
"13892","407024","MIR29B1","ENSG00000283797",0,0,0,0,0,0
"13893","407026","MIR29C","ENSG00000284214",41,0,30,12,0,2
"13894","407027","MIR301A","ENSG00000207996",0,0,1,0,0,0
"13895","407029","MIR30A","ENSG00000207827",0,4,0,0,0,0
"13896","407030","MIR30B","ENSG00000207582",0,0,3,0,0,0
"13897","407031","MIR30C1","ENSG00000207962",0,13,1,0,0,1
"13898","407032","MIR30C2","ENSG00000199094",3,0,4,0,0,0
"13899","407033","MIR30D","ENSG00000199153",0,0,0,0,0,0
"13900","407034","MIR30E","ENSG00000198974",0,0,0,0,0,1
"13901","407035","MIR31","ENSG00000199177",0,0,2,0,0,0
"13902","407036","MIR32","ENSG00000207698",0,0,0,0,0,0
"13903","407037","MIR320A","ENSG00000208037",5,0,2,14,13,6
"13904","407039","MIR33A","ENSG00000207932",0,0,0,0,0,0
"13905","407040","MIR34A","ENSG00000284357",0,0,0,0,2,0
"13906","407041","MIR34B","ENSG00000207811",0,0,0,1,0,0
"13907","407042","MIR34C","ENSG00000207562",0,0,0,0,0,0
"13908","407043","MIR7-1","ENSG00000284179",0,0,0,0,0,0
"13909","407044","MIR7-2","ENSG00000207703",0,0,0,0,0,0
"13910","407045","MIR7-3","ENSG00000207630",0,0,0,0,0,0
"13911","407046","MIR9-1","ENSG00000207933",0,0,0,0,0,0
"13912","407047","MIR9-2","ENSG00000284447",0,0,0,0,0,0
"13913","407049","MIR92A2","ENSG00000284538",1,0,0,2,3,3
"13914","407050","MIR93","ENSG00000207757",1,0,0,0,0,0
"13915","407051","MIR9-3","ENSG00000284329",0,0,0,0,0,0
"13916","407053","MIR96","ENSG00000199158",0,0,0,0,0,0
"13917","407054","MIR98","ENSG00000271886",1,4,2,0,0,2
"13918","407055","MIR99A","ENSG00000207638",0,5,1,0,0,0
"13919","407056","MIR99B","ENSG00000207550",0,0,4,0,5,0
"13925","407738","TAFA1","ENSG00000183662",13,0,7,3,0,0
"13926","407835","LOC407835",NA,579,57,340,0,9,70
"13927","407975","MIR17HG","ENSG00000215417",56,8,52,0,1,6
"13928","407977","TNFSF12-TNFSF13","ENSG00000248871",0,0,0,0,0,0
"13930","408029","CDRT15P3","ENSG00000186825",0,0,0,0,0,0
"13931","408029","CDRT15P3","ENSG00000274362",0,0,0,0,0,0
"13932","408050","NOMO3","ENSG00000103226",104,22,99,0,8,0
"13933","408050","NOMO3","ENSG00000278087",104,22,99,0,8,0
"13934","408187","SPINK14","ENSG00000196800",0,0,2,11,4,0
"13936","408263","FNDC9","ENSG00000172568",2,3,1,2,0,1
"13991","414059","TBC1D3B","ENSG00000274808",0,0,0,0,0,0
"13992","414059","TBC1D3B","ENSG00000282750",0,0,0,0,0,0
"13993","414059","TBC1D3B","ENSG00000278632",0,0,0,0,0,0
"13994","414059","TBC1D3B","ENSG00000274939",0,0,0,0,0,0
"13995","414060","TBC1D3C","ENSG00000278299",0,0,0,0,0,0
"13996","414061","DNAJB3","ENSG00000227802",0,0,0,1,0,0
"13997","414062","CCL3L3","ENSG00000276085",32,0,7,0,0,0
"13998","414062","CCL3L3","ENSG00000277796",32,0,7,0,0,0
"13999","414062","CCL3L3","ENSG00000277768",32,0,7,0,0,0
"14000","414062","CCL3L3","ENSG00000277336",32,0,7,0,0,0
"14002","414149","ACBD7","ENSG00000176244",199,6,35,3,0,0
"14003","414152","C10orf105","ENSG00000214688",30,8,51,4,1,7
"14004","414157","C10orf62","ENSG00000203942",0,0,0,0,0,0
"14005","414189","AGAP6","ENSG00000204149",16,1,18,0,10,10
"14006","414197","ZNF32-AS1","ENSG00000226245",0,0,0,0,0,0
"14008","414201","ZNF32-AS3","ENSG00000223910",0,1,0,0,0,3
"14009","414208","ZNF32-AS2","ENSG00000230565",31,0,14,0,0,0
"14010","414212","GLUD1P2","ENSG00000265366",0,0,0,5,0,0
"14011","414235","DIP2C-AS1",NA,30,0,16,14,5,20
"14012","414236","C10orf55","ENSG00000222047",28,0,9,5,0,2
"14013","414241","SHLD2P1","ENSG00000165874",58,15,43,0,9,3
"14014","414243","LINC00595","ENSG00000230417",8,0,1,3,0,0
"14015","414245","DNAJC9-AS1","ENSG00000227540",0,0,0,3,0,2
"14016","414245","DNAJC9-AS1","ENSG00000236756",0,0,0,3,0,2
"14017","414260","LINC00619","ENSG00000226808",15,0,2,3,0,0
"14019","414301","DDI1","ENSG00000170967",0,1,1,0,14,5
"14020","414318","LINC02913",NA,7,2,3,0,0,0
"14021","414325","DEFB103A","ENSG00000176797",0,0,0,0,0,0
"14022","414325","DEFB103A","ENSG00000285376",0,0,0,0,0,0
"14023","414325","DEFB103A","ENSG00000284978",0,0,0,0,0,0
"14024","414328","IDNK","ENSG00000148057",274,8,171,0,1,3
"14025","414332","LCN10","ENSG00000187922",3,2,3,0,17,4
"14026","414351","LINC00229",NA,0,0,0,1,10,0
"14031","414763","BMS1P18",NA,0,0,1,0,0,10
"14032","414764","HCG23","ENSG00000225914",0,0,7,0,0,0
"14033","414764","HCG23","ENSG00000228738",0,0,7,0,0,0
"14034","414764","HCG23","ENSG00000235135",0,0,7,0,0,0
"14035","414764","HCG23","ENSG00000230602",0,0,7,0,0,0
"14036","414764","HCG23","ENSG00000229903",0,0,7,0,0,0
"14037","414764","HCG23","ENSG00000224507",0,0,7,0,0,0
"14038","414764","HCG23","ENSG00000226228",0,0,7,0,0,0
"14039","414764","HCG23","ENSG00000225834",0,0,7,0,0,0
"14040","414765","HCG25","ENSG00000232940",21,1,8,0,0,0
"14041","414765","HCG25","ENSG00000231343",21,1,8,0,0,0
"14042","414765","HCG25","ENSG00000231037",21,1,8,0,0,0
"14043","414765","HCG25","ENSG00000238064",21,1,8,0,0,0
"14044","414765","HCG25","ENSG00000224096",21,1,8,0,0,0
"14045","414765","HCG25","ENSG00000231573",21,1,8,0,0,0
"14046","414765","HCG25","ENSG00000233772",21,1,8,0,0,0
"14047","414777","HCG18","ENSG00000231074",554,45,269,12,56,45
"14048","414777","HCG18","ENSG00000234893",554,45,269,12,56,45
"14049","414777","HCG18","ENSG00000228894",554,45,269,12,56,45
"14050","414777","HCG18","ENSG00000235727",554,45,269,12,56,45
"14051","414777","HCG18","ENSG00000230660",554,45,269,12,56,45
"14052","414777","HCG18","ENSG00000224705",554,45,269,12,56,45
"14053","414777","HCG18","ENSG00000224619",554,45,269,12,56,45
"14054","414778","HCG17","ENSG00000270604",16,1,2,0,0,0
"14055","414778","HCG17","ENSG00000241701",16,1,2,0,0,0
"14056","414778","HCG17","ENSG00000236729",16,1,2,0,0,0
"14057","414778","HCG17","ENSG00000240924",16,1,2,0,0,0
"14058","414778","HCG17","ENSG00000241053",16,1,2,0,0,0
"14059","414778","HCG17","ENSG00000244695",16,1,2,0,0,0
"14060","414778","HCG17","ENSG00000240833",16,1,2,0,0,0
"14062","414899","BLID","ENSG00000259571",2,0,0,0,5,0
"14064","414918","DENND6B","ENSG00000205593",67,4,65,4,15,28
"14065","414919","C8orf82","ENSG00000213563",176,11,82,3,10,35
"14066","414926","LINC00593","ENSG00000245750",0,0,0,0,0,8
"14067","414927","MGC34796",NA,0,0,0,0,0,0
"14070","415056","CNTFR-AS1","ENSG00000237159",0,0,0,0,0,2
"14072","415116","PIM3","ENSG00000198355",1061,127,847,2,138,84
"14073","415117","STX19","ENSG00000178750",2,0,1,0,11,10
"14147","425054","VCX3B","ENSG00000205642",0,2,0,8,3,0
"14148","425057","TTTY9B","ENSG00000131007",0,0,0,0,0,0
"14203","431704","RGS21","ENSG00000253148",0,1,0,0,0,1
"14204","431705","ASTL","ENSG00000188886",3,2,0,0,0,1
"14205","431707","LHX8","ENSG00000162624",0,2,0,2,0,1
"14214","432369","ATP5F1EP2",NA,1326,77,1006,0,61,85
"14259","439915","KRTAP5-5","ENSG00000185940",0,0,0,0,0,0
"14260","439915","KRTAP5-5","ENSG00000277291",0,0,0,0,0,0
"14261","439915","KRTAP5-5","ENSG00000278302",0,0,0,0,0,0
"14262","439916","LINC00615","ENSG00000196243",0,0,0,0,0,0
"14263","439921","MXRA7","ENSG00000182534",1229,70,458,3,34,16
"14264","439927","LINC01555","ENSG00000180869",0,2,0,1,0,0
"14265","439931","THAP7-AS1","ENSG00000230513",92,5,70,0,0,2
"14266","439934","LINC00575","ENSG00000231782",0,0,0,0,0,0
"14267","439941","FER1L6-AS1","ENSG00000181171",0,2,1,0,0,1
"14268","439949","PRKCQ-AS1","ENSG00000237943",31,1,3,0,0,0
"14269","439950","CELF2-AS2","ENSG00000237986",0,0,9,0,0,6
"14270","439965","SHLD2P3",NA,8,0,7,0,0,1
"14271","439990","LINC00857","ENSG00000237523",0,0,0,0,1,2
"14272","439994","LINC00863","ENSG00000224914",102,1,51,0,0,0
"14273","439996","IFIT1B","ENSG00000204010",5,3,0,0,0,3
"14275","440021","KRTAP5-2","ENSG00000205867",0,0,0,0,0,0
"14276","440021","KRTAP5-2","ENSG00000278489",0,0,0,0,0,0
"14277","440021","KRTAP5-2","ENSG00000281533",0,0,0,0,0,0
"14278","440023","KRTAP5-6","ENSG00000205864",0,4,0,0,0,0
"14279","440023","KRTAP5-6","ENSG00000277389",0,4,0,0,0,0
"14280","440026","TMEM41B","ENSG00000166471",473,17,289,0,31,22
"14281","440028","LINC02709","ENSG00000245522",19,1,2,0,0,5
"14282","440034","PAX6-AS1","ENSG00000281880",0,0,0,0,0,2
"14283","440040","GRM5P1","ENSG00000205035",0,0,1,17,0,1
"14284","440040","GRM5P1","ENSG00000285164",0,0,1,17,0,1
"14285","440041","TRIM51HP",NA,0,0,0,0,2,0
"14286","440044","SLC22A20P","ENSG00000197847",11,6,2,0,9,0
"14287","440050","KRTAP5-7","ENSG00000244411",0,0,0,0,0,0
"14288","440051","KRTAP5-11","ENSG00000204571",0,0,0,0,0,0
"14289","440068","CARD17","ENSG00000255221",0,0,0,0,0,4
"14290","440072","PRDM10-DT",NA,104,2,35,0,2,8
"14291","440073","IQSEC3","ENSG00000120645",246,14,99,16,6,17
"14292","440073","IQSEC3","ENSG00000262607",246,14,99,16,6,17
"14293","440077","ZNF705A","ENSG00000196946",0,0,0,11,0,0
"14294","440078","FAM66C","ENSG00000226711",87,1,36,0,15,8
"14295","440081","DDX12P",NA,6,13,20,7,28,44
"14296","440087","SMCO3","ENSG00000179256",0,0,7,0,0,0
"14297","440093","H3-5","ENSG00000188375",5288,343,4149,2,72,105
"14298","440097","DBX2","ENSG00000185610",0,0,0,0,0,0
"14299","440101","FLJ12825","ENSG00000248265",42,2,10,1,0,3
"14300","440107","PLEKHG7","ENSG00000187510",1,0,0,0,0,0
"14301","440117","LINC02372","ENSG00000249873",0,0,0,1,5,0
"14302","440119","FZD10-AS1","ENSG00000250208",108,4,53,0,0,4
"14303","440131","LINC00544",NA,2,0,0,0,6,1
"14304","440138","ALG11","ENSG00000253710",33,9,22,0,0,0
"14305","440145","MZT1","ENSG00000204899",279,14,108,0,1,13
"14306","440153","OR11H12","ENSG00000257115",0,0,0,0,0,0
"14307","440163","RNASE13","ENSG00000206150",4,0,0,1,8,2
"14308","440173","LINC02893","ENSG00000269994",0,0,2,2,9,2
"14309","440184","CCDC196","ENSG00000196553",0,4,0,0,0,0
"14310","440193","CCDC88C","ENSG00000015133",1963,203,1270,14,280,105
"14311","440224","CXADRP3","ENSG00000265766",40,0,29,0,0,0
"14312","440225","NF1P2","ENSG00000281688",0,0,0,0,6,0
"14313","440225","NF1P2","ENSG00000281347",0,0,0,0,6,0
"14314","440243","GOLGA6L22","ENSG00000274404",0,1,0,0,8,24
"14315","440243","GOLGA6L22","ENSG00000277865",0,1,0,0,8,24
"14316","440248","HERC2P9","ENSG00000206149",696,87,409,2,86,81
"14317","440248","HERC2P9","ENSG00000282417",696,87,409,2,86,81
"14318","440253","WHAMMP2",NA,307,16,149,1,6,10
"14319","440270","GOLGA8B","ENSG00000215252",8,7,18,1,3,1
"14320","440275","EIF2AK4","ENSG00000128829",2232,149,1776,14,169,104
"14321","440278","CATSPER2P1","ENSG00000205771",41,4,38,0,1,0
"14322","440279","UNC13C","ENSG00000137766",390,17,93,14,4,14
"14323","440288","UBL7-DT","ENSG00000247240",67,4,55,0,0,3
"14324","440288","UBL7-DT","ENSG00000288390",67,4,55,0,0,3
"14325","440295","GOLGA6L9","ENSG00000197978",0,0,0,0,0,1
"14326","440295","GOLGA6L9","ENSG00000274320",0,0,0,0,0,1
"14327","440297",NA,NA,0,0,0,0,0,0
"14328","440299","DNM1P41",NA,0,0,0,0,0,0
"14329","440300","LOC440300","ENSG00000259295",1,1,5,0,0,0
"14330","440307","TTLL13P","ENSG00000213471",37,0,17,1,3,12
"14331","440311","LOC440311","ENSG00000277654",2517,180,1300,8,34,73
"14332","440335","SMIM22","ENSG00000267795",0,0,17,3,0,0
"14333","440352","SNX29P2",NA,96,2,28,5,12,24
"14334","440354","SMG1P2",NA,194,20,67,0,35,20
"14335","440356","CDIPTOSP","ENSG00000214725",0,0,0,0,0,1
"14336","440359","YBX3P1",NA,1247,139,838,2,94,119
"14337","440362",NA,NA,0,1,0,0,2,8
"14338","440387","CTRB2","ENSG00000168928",5,2,6,45,34,24
"14339","440387","CTRB2","ENSG00000284810",5,2,6,45,34,24
"14340","440419","TBC1D3P5","ENSG00000266433",0,11,0,0,3,5
"14341","440423","SUZ12P1",NA,170,14,131,3,44,25
"14342","440434","NPEPPSP1","ENSG00000274487",25,2,11,0,11,2
"14343","440435","GPR179","ENSG00000277399",22,5,5,8,5,4
"14344","440435","GPR179","ENSG00000276469",22,5,5,8,5,4
"14345","440452","TBC1D3P2","ENSG00000188755",0,0,5,0,0,1
"14346","440456","PLEKHM1P1",NA,296,72,179,7,146,93
"14347","440461","ARHGAP27P2",NA,5,0,1,0,0,1
"14348","440465","BAIAP2-DT","ENSG00000226137",275,38,272,1,20,19
"14349","440482","ANKRD20A5P",NA,10,1,0,0,0,7
"14350","440498","HSBP1L1","ENSG00000226742",117,5,97,0,0,0
"14351","440503","PLIN5","ENSG00000214456",18,1,4,1,10,6
"14352","440508","CLEC4GP1",NA,1,0,0,2,0,4
"14353","440515","ZNF506","ENSG00000081665",618,31,365,0,29,27
"14354","440518","GOLGA2P9","ENSG00000269332",0,0,1,7,1,5
"14355","440519","ZNF724","ENSG00000196081",26,1,24,0,5,6
"14356","440519","ZNF724","ENSG00000283201",26,1,24,0,5,6
"14357","440533","PSG8","ENSG00000124467",0,0,0,0,0,0
"14358","440556","PRDM16-DT","ENSG00000177133",10,5,9,1,9,1
"14359","440560","PRAMEF11","ENSG00000239810",0,0,0,0,3,0
"14360","440560","PRAMEF11","ENSG00000281934",0,0,0,0,3,0
"14361","440561","PRAMEF6","ENSG00000232423",0,0,0,0,0,0
"14362","440561","PRAMEF6","ENSG00000282119",0,0,0,0,0,0
"14363","440563","HNRNPCL2","ENSG00000275774",0,0,0,0,0,9
"14364","440563","HNRNPCL2","ENSG00000274109",0,0,0,0,0,9
"14365","440563","HNRNPCL2","ENSG00000282530",0,0,0,0,0,9
"14366","440563","HNRNPCL2","ENSG00000283370",0,0,0,0,0,9
"14367","440567","UQCRHL","ENSG00000233954",260,28,125,0,20,15
"14368","440574","MICOS10","ENSG00000173436",339,6,376,1,31,8
"14369","440584","SLC2A1-DT","ENSG00000227533",45,3,31,0,0,2
"14370","440585","FAM183A","ENSG00000186973",0,0,0,0,0,0
"14371","440590","ZYG11A","ENSG00000203995",5,2,2,1,0,7
"14372","440594","LINC01761","ENSG00000233907",0,3,0,3,0,5
"14373","440600","RBM15-AS1","ENSG00000227963",13,0,1,4,9,1
"14374","440603","BCL2L15","ENSG00000188761",1,1,6,0,1,11
"14375","440689","H2BC18","ENSG00000203814",1556,71,1182,0,38,16
"14376","440695","ETV3L","ENSG00000253831",3,1,0,0,0,0
"14377","440699","LRRC52","ENSG00000162763",0,0,0,0,0,0
"14378","440700","LOC440700","ENSG00000215838",0,4,2,0,0,4
"14379","440704","LINC01720","ENSG00000231175",0,0,0,1,6,1
"14380","440712","RHEX","ENSG00000263961",1,1,0,3,0,2
"14381","440730","TRIM67","ENSG00000119283",20,7,6,0,10,17
"14382","440738","MAP1LC3C","ENSG00000197769",31,0,2,0,0,1
"14383","440757","LINC00851","ENSG00000237282",2,0,1,0,0,0
"14384","440799","P2RX6P",NA,0,0,0,0,0,0
"14385","440822","PIWIL3","ENSG00000184571",0,1,1,8,7,6
"14386","440823","MIAT","ENSG00000225783",165,16,173,4,17,12
"14387","440829","SHISA8","ENSG00000234965",5,3,8,34,85,69
"14388","440836","ODF3B","ENSG00000177989",148,29,130,2,41,20
"14389","440854","CAPN14","ENSG00000214711",2,7,0,4,0,0
"14390","440888","ACTR3BP2","ENSG00000288272",0,5,0,0,0,0
"14391","440888","ACTR3BP2","ENSG00000280263",0,5,0,0,0,0
"14392","440894","LINC01123","ENSG00000204588",0,0,7,0,0,0
"14393","440896","LOC440896","ENSG00000276462",1,1,9,42,0,10
"14394","440896","LOC440896","ENSG00000234394",1,1,9,42,0,10
"14395","440900","LINC01191","ENSG00000234199",0,0,0,0,0,0
"14396","440905","FAR2P1","ENSG00000286058",1,2,0,0,0,6
"14397","440910","LOC440910","ENSG00000231431",0,0,1,4,0,0
"14398","440925","LINC01124","ENSG00000222033",0,0,0,7,1,0
"14399","440926","H3P6",NA,30,1,3,0,0,0
"14400","440944","THUMPD3-AS1","ENSG00000206573",289,9,101,3,18,13
"14401","440952","EIF1B-AS1","ENSG00000280739",40,1,32,1,0,2
"14402","440955","TMEM89","ENSG00000183396",0,0,0,0,0,0
"14403","440956","IQCF6","ENSG00000214686",0,1,0,0,0,0
"14404","440957","SMIM4","ENSG00000168273",139,0,70,0,7,0
"14405","440970","LINC00971","ENSG00000242641",0,1,0,39,15,4
"14406","440970","LINC00971","ENSG00000284871",0,1,0,39,15,4
"14407","441009","CPEB2-DT","ENSG00000247624",33,1,16,6,1,7
