"","ENTREZID","SYMBOL","ENSEMBL","SRR12878708","SRR12878713","SRR12878714","SRR12878717","SRR12878718","SRR12878719"
"4138","119710","IFTAP","ENSG00000166352",304,7,303,1,35,10
"4139","119749","OR4C46","ENSG00000185926",0,0,0,2,0,6
"4140","119764","OR4X2","ENSG00000172208",0,0,0,0,6,2
"4141","119765","OR4B1","ENSG00000175619",0,3,0,0,0,4
"4142","119772","OR52M1","ENSG00000197790",0,0,0,0,0,0
"4143","119774","OR52K2","ENSG00000181963",0,4,0,0,2,1
"4148","120065","OR5P2","ENSG00000183303",0,0,0,0,8,4
"4149","120065","OR5P2","ENSG00000276025",0,0,0,0,8,4
"4150","120065","OR5P2","ENSG00000280931",0,0,0,0,8,4
"4151","120066","OR5P3","ENSG00000182334",0,0,0,0,1,0
"4152","120066","OR5P3","ENSG00000278253",0,0,0,0,1,0
"4153","120066","OR5P3","ENSG00000280808",0,0,0,0,1,0
"4154","120071","LARGE2","ENSG00000165905",0,0,0,7,2,0
"4157","120103","SLC36A4","ENSG00000180773",137,24,111,2,13,11
"4158","120114","FAT3","ENSG00000165323",182,13,34,11,5,17
"4159","120146","TRIM64","ENSG00000204450",0,0,0,0,0,0
"4160","120224","TMEM45B","ENSG00000151715",428,3,131,3,0,6
"4161","120227","CYP2R1","ENSG00000186104",92,7,108,0,13,5
"4162","120237","DBX1","ENSG00000109851",0,0,0,4,2,0
"4164","120376","COLCA2","ENSG00000214290",0,0,0,0,0,6
"4165","120379","PIH1D2","ENSG00000150773",20,0,20,14,0,3
"4166","120400","NXPE1","ENSG00000095110",0,4,0,1,0,2
"4167","120406","NXPE2","ENSG00000204361",16,0,0,0,0,0
"4168","120425","JAML","ENSG00000160593",515,257,61,0,3,19
"4169","120526","DNAJC24","ENSG00000170946",212,16,193,0,17,6
"4170","120534","ARL14EP","ENSG00000152219",368,33,261,4,17,11
"4171","120586","OR8I2","ENSG00000172154",0,0,0,0,4,0
"4173","120775","OR2D3","ENSG00000178358",0,0,0,4,9,0
"4174","120776","OR2D2","ENSG00000166368",0,0,0,0,0,0
"4175","120787","OR52W1","ENSG00000175485",0,0,0,0,0,0
"4176","120793","OR56A4","ENSG00000183389",0,0,0,0,0,0
"4177","120796","OR56A1","ENSG00000180934",0,0,0,0,10,1
"4179","120863","DEPDC4","ENSG00000166153",16,1,5,0,0,0
"4180","120892","LRRK2","ENSG00000188906",1501,371,696,4,16,14
"4182","120935","CCDC38","ENSG00000165972",10,14,7,0,0,6
"4183","120939","TMEM52B","ENSG00000165685",267,6,92,2,0,2
"4184","121006","FAM186A","ENSG00000185958",17,0,1,0,0,4
"4185","121053","NOPCHAP1","ENSG00000151131",123,7,149,0,19,22
"4187","121129","OR2AP1","ENSG00000179615",0,0,0,0,0,0
"4188","121130","OR10P1","ENSG00000175398",0,0,0,0,0,0
"4190","121214","SDR9C7","ENSG00000170426",0,0,0,6,0,1
"4191","121227","LRIG3","ENSG00000139263",351,28,154,1,61,3
"4192","121256","TMEM132D","ENSG00000151952",36,7,16,31,0,3
"4193","121260","SLC15A4","ENSG00000139370",801,57,294,9,8,18
"4194","121268","RHEBL1","ENSG00000167550",40,7,31,0,36,14
"4195","121273","C12orf54","ENSG00000177627",8,0,7,0,4,0
"4196","121274","ZNF641","ENSG00000167528",1943,83,1101,0,47,38
"4197","121275","OR10AD1","ENSG00000172640",17,0,55,0,0,8
"4198","121278","TPH2","ENSG00000139287",0,0,0,7,0,1
"4200","121340","SP7","ENSG00000170374",0,0,8,0,3,21
"4201","121355","GTSF1","ENSG00000170627",11,0,12,0,0,0
"4202","121364","OR10A7","ENSG00000179919",0,0,0,0,0,1
"4203","121391","KRT74","ENSG00000170484",0,6,0,8,0,0
"4204","121441","NEDD1","ENSG00000139350",465,65,270,3,20,28
"4205","121456","SLC9A7P1","ENSG00000227825",144,12,85,2,9,2
"4206","121457","IKBIP","ENSG00000166130",358,34,330,2,12,46
"4208","121504","H4-16","ENSG00000197837",317,10,168,1,6,5
"4209","121506","ERP27","ENSG00000139055",18,1,32,0,0,9
"4210","121512","FGD4","ENSG00000139132",2833,359,1582,2,96,70
"4211","121536","AEBP2","ENSG00000139154",1266,70,712,12,65,63
"4212","121549","ASCL4","ENSG00000187855",20,1,12,4,2,0
"4213","121551","BTBD11","ENSG00000151136",48,20,16,1,5,24
"4214","121599","SPIC","ENSG00000166211",0,0,0,5,2,2
"4215","121601","ANO4","ENSG00000151572",55,0,9,6,6,8
"4216","121601","ANO4","ENSG00000262139",55,0,9,6,6,8
"4217","121642","ALKBH2","ENSG00000189046",179,2,98,5,7,7
"4218","121643","FOXN4","ENSG00000139445",0,0,0,3,0,2
"4219","121665","SPPL3","ENSG00000157837",1058,72,545,8,25,24
"4220","121793","TEX29","ENSG00000153495",6,0,0,0,0,3
"4221","121838","NRAD1","ENSG00000233725",0,0,2,0,0,2
"4222","121952","METTL21EP","ENSG00000250878",0,0,7,0,0,8
"4223","122011","CSNK1A1L","ENSG00000180138",329,40,273,11,6,24
"4224","122042","RXFP2","ENSG00000133105",0,1,0,0,0,0
"4225","122046","TEX26","ENSG00000175664",0,0,0,0,0,4
"4226","122060","SLAIN1","ENSG00000139737",555,16,157,18,23,42
"4227","122258","SPACA7","ENSG00000153498",0,0,0,0,0,10
"4228","122258","SPACA7","ENSG00000275865",0,0,0,0,0,10
"4229","122402","TDRD9","ENSG00000156414",30,25,56,5,20,13
"4230","122416","ANKRD9","ENSG00000156381",109,9,122,1,38,8
"4231","122481","AK7","ENSG00000140057",3,0,4,10,11,15
"4232","122509","IFI27L1","ENSG00000165948",56,6,34,0,0,6
"4233","122509","IFI27L1","ENSG00000276880",56,6,34,0,0,6
"4234","122525","C14orf28","ENSG00000179476",175,2,135,1,0,5
"4235","122553","TRAPPC6B","ENSG00000182400",773,49,500,0,30,50
"4236","122616","CLBA1","ENSG00000140104",25,3,8,9,4,4
"4237","122618","PLD4","ENSG00000166428",4472,212,3924,1,2,2
"4238","122622","ADSS1","ENSG00000185100",140,7,105,3,12,2
"4239","122651","RNASE11","ENSG00000173464",0,0,0,1,2,4
"4240","122664","TPPP2","ENSG00000179636",0,0,0,7,0,0
"4241","122665","RNASE8","ENSG00000173431",0,0,4,0,0,0
"4242","122704","MRPL52","ENSG00000172590",386,25,187,0,37,29
"4243","122706","PSMB11","ENSG00000222028",0,1,0,44,1,0
"4244","122740","OR4K14","ENSG00000169484",0,0,0,0,1,0
"4245","122742","OR4L1","ENSG00000176246",0,0,0,8,0,1
"4246","122748","OR11H6","ENSG00000176219",0,3,0,0,0,0
"4247","122769","LRR1","ENSG00000165501",116,10,56,3,4,3
"4248","122773","KLHDC1","ENSG00000197776",317,7,131,0,12,9
"4249","122786","FRMD6","ENSG00000139926",1765,28,515,16,12,31
"4250","122809","SOCS4","ENSG00000180008",1396,63,635,4,19,41
"4251","122830","NAA30","ENSG00000139977",996,67,720,5,37,29
"4252","122876","GPHB5","ENSG00000179600",0,0,0,12,0,8
"4253","122945","NOXRED1","ENSG00000165555",0,2,2,0,1,10
"4254","122953","JDP2","ENSG00000140044",730,27,762,3,56,32
"4255","122961","ISCA2","ENSG00000165898",149,6,94,0,0,2
"4256","122970","ACOT4","ENSG00000177465",21,0,4,0,0,2
"4259","123016","TTC8","ENSG00000165533",258,24,124,5,10,10
"4260","123036","TC2N","ENSG00000165929",103,31,36,3,0,4
"4261","123036","TC2N","ENSG00000276776",103,31,36,3,0,4
"4262","123041","SLC24A4","ENSG00000140090",109,12,53,23,5,5
"4263","123096","SLC25A29","ENSG00000197119",250,54,250,7,43,18
"4264","123099","DEGS2","ENSG00000168350",642,35,224,2,0,0
"4265","123103","KLHL33","ENSG00000185271",125,0,22,1,0,3
"4266","123169","LEO1","ENSG00000166477",775,37,531,0,44,51
"4268","123207","C15orf40","ENSG00000169609",130,14,81,2,0,9
"4269","123228","SENP8","ENSG00000166192",34,0,22,2,0,1
"4270","123263","MTFMT","ENSG00000103707",179,22,132,1,16,11
"4271","123264","SLC51B","ENSG00000186198",17,0,4,2,7,6
"4272","123283","TARS3","ENSG00000185418",661,50,414,3,23,23
"4274","123346","HIGD2B","ENSG00000175202",3,0,4,1,0,1
"4275","123355","LRRC28","ENSG00000168904",140,17,84,2,1,12
"4278","123591","TMEM266","ENSG00000169758",2,0,13,4,5,5
"4280","123606","NIPA1","ENSG00000170113",458,38,166,7,5,21
"4281","123606","NIPA1","ENSG00000288478",458,38,166,7,5,21
"4282","123624","AGBL1","ENSG00000273540",0,0,0,11,0,24
"4283","123688","HYKK","ENSG00000188266",46,0,42,0,0,5
"4285","123720","WHAMM","ENSG00000156232",611,45,400,19,61,71
"4286","123722","FSD2","ENSG00000186628",0,0,9,0,0,0
"4287","123745","PLA2G4E","ENSG00000188089",0,0,0,2,5,4
"4288","123775","C16orf46","ENSG00000166455",37,11,18,3,4,0
"4290","123803","NTAN1","ENSG00000157045",480,40,334,2,39,32
"4291","123803","NTAN1","ENSG00000275779",480,40,334,2,39,32
"4292","123811","CEP20","ENSG00000133393",527,34,372,0,11,4
"4293","123811","CEP20","ENSG00000276914",527,34,372,0,11,4
"4294","123872","DNAAF1","ENSG00000154099",1,0,6,25,5,0
"4295","123876","ACSM2A","ENSG00000183747",0,0,0,2,0,4
"4296","123879","DCUN1D3","ENSG00000188215",305,27,143,0,35,18
"4297","123904","NRN1L","ENSG00000188038",6,0,0,0,0,0
"4298","123920","CMTM3","ENSG00000140931",646,92,361,0,12,14
"4299","123970","C16orf78","ENSG00000166152",0,0,0,1,0,0
"4302","124044","SPATA2L","ENSG00000158792",120,6,65,0,1,8
"4303","124045","SPATA33","ENSG00000167523",78,3,55,1,34,16
"4304","124056","NOXO1","ENSG00000196408",10,3,1,0,0,5
"4305","124093","CCDC78","ENSG00000162004",28,2,8,2,0,10
"4308","124149","ANKRD26P1",NA,0,2,5,0,2,6
"4309","124152","IQCK","ENSG00000174628",405,14,235,1,38,20
"4310","124220","ZG16B","ENSG00000162078",0,0,1,0,0,0
"4311","124220","ZG16B","ENSG00000283056",0,0,1,0,0,0
"4312","124221","PRSS30P","ENSG00000172460",1,2,2,23,0,10
"4313","124221","PRSS30P","ENSG00000283070",1,2,2,23,0,10
"4314","124222","PAQR4","ENSG00000162073",367,14,90,6,4,17
"4315","124245","ZC3H18","ENSG00000158545",1034,152,726,10,125,125
"4316","124274","GPR139","ENSG00000180269",0,0,0,0,0,14
"4317","124359","CDYL2","ENSG00000166446",996,87,830,23,109,149
"4319","124401","ANKS3","ENSG00000168096",224,25,100,5,30,31
"4320","124402","UBALD1","ENSG00000153443",282,19,158,2,20,11
"4321","124404","SEPTIN12","ENSG00000140623",4,2,0,0,0,0
"4322","124411","KRBOX5","ENSG00000197302",916,67,520,16,42,42
"4323","124446","TMEM219","ENSG00000149932",971,70,504,1,22,39
"4324","124454","EARS2","ENSG00000103356",225,24,161,2,15,14
"4325","124460","SNX20","ENSG00000167208",155,40,56,5,9,12
"4326","124491","TMEM170A","ENSG00000166822",930,51,421,0,9,11
"4327","124512","METTL23","ENSG00000181038",325,11,191,2,9,15
"4328","124535","HSF5","ENSG00000176160",0,0,0,3,0,4
"4329","124538","OR4D2","ENSG00000255713",0,0,2,4,21,13
"4330","124540","MSI2","ENSG00000153944",1257,84,515,4,52,139
"4331","124565","SLC38A10","ENSG00000157637",2048,237,1522,7,186,78
"4332","124583","CANT1","ENSG00000171302",765,134,523,38,49,41
"4333","124590","USH1G","ENSG00000182040",19,4,40,45,196,119
"4334","124599","CD300LB","ENSG00000178789",343,12,180,2,0,1
"4335","124602","KIF19","ENSG00000196169",7,0,0,2,16,5
"4336","124626","ZPBP2","ENSG00000186075",1,0,0,0,0,1
"4337","124637","CYB5D1","ENSG00000182224",336,30,229,4,65,64
"4338","124641","OVCA2","ENSG00000262664",0,0,0,0,0,0
"4339","124739","USP43","ENSG00000154914",12,0,3,0,2,3
"4340","124751","KRBA2","ENSG00000184619",234,22,172,0,10,3
"4341","124773","C17orf64","ENSG00000141371",0,0,0,0,0,0
"4342","124783","SPATA32","ENSG00000184361",4,1,0,0,0,1
"4343","124790","HEXIM2","ENSG00000168517",52,5,46,0,3,0
"4344","124801","LSM12","ENSG00000161654",55,10,30,0,6,11
"4345","124808","CCDC43","ENSG00000180329",776,33,508,9,21,55
"4346","124817","CNTD1","ENSG00000176563",17,9,9,0,3,4
"4347","124842","TMEM132E","ENSG00000181291",7,0,31,0,2,6
"4348","124857","WFIKKN2","ENSG00000173714",18,1,0,1,4,2
"4349","124871","FLJ40194","ENSG00000177369",7,1,6,1,7,5
"4350","124872","B4GALNT2","ENSG00000167080",0,2,0,0,3,3
"4351","124912","SPACA3","ENSG00000141316",0,0,0,0,0,0
"4352","124923","RSKR","ENSG00000167524",143,30,79,2,29,22
"4353","124925","SEZ6","ENSG00000063015",40,3,5,5,9,14
"4354","124930","ANKRD13B","ENSG00000198720",66,12,51,0,31,14
"4355","124935","SLC43A2","ENSG00000167703",1299,57,686,2,0,17
"4356","124935","SLC43A2","ENSG00000278550",1299,57,686,2,0,17
"4357","124936","CYB5D2","ENSG00000167740",600,29,252,0,39,13
"4358","124961","ZFP3","ENSG00000180787",663,27,455,1,2,21
"4359","124975","GGT6","ENSG00000167741",0,0,0,2,1,1
"4360","124976","SPNS2","ENSG00000183018",1275,157,907,6,131,77
"4361","124989","EFCAB13","ENSG00000178852",167,17,219,1,8,9
"4362","124995","MRPL10","ENSG00000159111",389,21,209,0,7,11
"4363","124997","WDR81","ENSG00000167716",1236,168,977,4,55,64
"4364","124997","WDR81","ENSG00000276021",1236,168,977,4,55,64
"4366","125058","TBC1D16","ENSG00000167291",1110,65,525,11,74,104
"4367","125061","AFMID","ENSG00000183077",211,38,142,0,6,6
"4368","125111","GJD3","ENSG00000183153",108,3,69,7,58,31
"4369","125113","KRT222","ENSG00000213424",0,0,0,0,0,7
"4370","125115","KRT40","ENSG00000204889",0,0,8,5,26,3
"4371","125115","KRT40","ENSG00000262845",0,0,8,5,26,3
"4372","125144","SNHG29","ENSG00000175061",1071,79,379,3,14,27
"4373","125150","ZSWIM7","ENSG00000214941",342,13,450,0,31,27
"4374","125170","MIEF2","ENSG00000177427",121,13,73,0,8,13
"4375","125170","MIEF2","ENSG00000284495",121,13,73,0,8,13
"4376","125206","SLC5A10","ENSG00000154025",6,7,11,0,0,2
"4377","125228","FAM210A","ENSG00000177150",306,29,136,5,4,11
"4378","125336","LOXHD1","ENSG00000167210",0,1,4,23,6,6
"4379","125476","INO80C","ENSG00000153391",89,6,49,0,42,3
"4380","125488","TTC39C","ENSG00000168234",265,12,116,9,20,4
"4381","125704","DIPK1C","ENSG00000187773",80,0,26,0,1,0
"4383","125875","CLDND2","ENSG00000160318",9,0,32,2,0,3
"4384","125893","ZNF816","ENSG00000180257",313,25,251,0,3,1
"4386","125919","ZNF543","ENSG00000178229",417,22,208,4,40,9
"4387","125931","CEACAM20","ENSG00000273777",0,0,1,8,0,9
"4388","125950","RAVER1","ENSG00000161847",1048,174,762,1,38,61
"4389","125958","OR7D4","ENSG00000174667",0,0,0,3,0,5
"4390","125962","OR7G1","ENSG00000161807",0,0,0,0,0,0
"4391","125963","OR1M1","ENSG00000170929",2,0,1,5,26,14
"4392","125965","COX6B2","ENSG00000160471",18,2,14,53,89,95
"4393","125972","CALR3","ENSG00000269058",0,0,1,1,0,0
"4394","125981","ACER1","ENSG00000167769",0,4,0,2,0,1
"4395","125988","MICOS13","ENSG00000174917",299,26,128,0,11,28
"4396","125997","MBD3L2","ENSG00000230522",0,0,0,0,0,0
"4399","126003","TRAPPC5","ENSG00000181029",605,70,252,0,8,14
"4400","126006","PCP2","ENSG00000174788",5,2,2,0,0,0
"4401","126014","OSCAR","ENSG00000170909",146,26,54,2,0,1
"4402","126014","OSCAR","ENSG00000276982",146,26,54,2,0,1
"4403","126014","OSCAR","ENSG00000275551",146,26,54,2,0,1
"4404","126014","OSCAR","ENSG00000274703",146,26,54,2,0,1
"4405","126014","OSCAR","ENSG00000275644",146,26,54,2,0,1
"4406","126014","OSCAR","ENSG00000278533",146,26,54,2,0,1
"4407","126014","OSCAR","ENSG00000278378",146,26,54,2,0,1
"4408","126014","OSCAR","ENSG00000273511",146,26,54,2,0,1
"4409","126014","OSCAR","ENSG00000275736",146,26,54,2,0,1
"4410","126014","OSCAR","ENSG00000277088",146,26,54,2,0,1
"4411","126017","ZNF813","ENSG00000198346",414,18,181,0,39,4
"4412","126068","ZNF441","ENSG00000197044",430,7,282,1,7,17
"4413","126069","ZNF491","ENSG00000177599",75,1,56,2,0,15
"4414","126070","ZNF440","ENSG00000171295",258,16,111,0,33,22
"4415","126074","SWSAP1","ENSG00000173928",33,5,53,0,0,1
"4416","126075","CCDC159","ENSG00000183401",310,27,163,7,119,37
"4418","126119","JOSD2","ENSG00000161677",149,14,71,0,2,7
"4419","126123","IZUMO2","ENSG00000161652",0,0,0,0,0,4
"4420","126129","CPT1C","ENSG00000169169",67,9,48,1,25,12
"4421","126133","ALDH16A1","ENSG00000161618",433,72,205,4,78,61
"4422","126147","NTN5","ENSG00000142233",16,0,12,2,1,13
"4424","126204","NLRP13","ENSG00000173572",0,0,2,4,2,0
"4425","126205","NLRP8","ENSG00000179709",0,0,0,21,8,2
"4426","126206","NLRP5","ENSG00000171487",0,3,2,9,6,3
"4427","126208","ZNF787","ENSG00000142409",510,46,194,5,14,34
"4428","126231","ZNF573","ENSG00000189144",199,27,199,1,0,7
"4429","126248","WDR88","ENSG00000166359",23,0,5,2,0,4
"4430","126259","TMIGD2","ENSG00000167664",397,8,339,0,10,1
"4431","126272","EID2B","ENSG00000176401",42,0,43,1,17,0
"4432","126282","TNFAIP8L1","ENSG00000185361",802,77,397,0,30,37
"4433","126295","ZNF57","ENSG00000171970",85,11,69,1,6,5
"4434","126298","IRGQ","ENSG00000167378",878,55,338,0,24,35
"4435","126299","ZNF428","ENSG00000131116",151,9,98,5,34,11
"4437","126306","JSRP1","ENSG00000167476",0,0,5,7,17,2
"4438","126308","MOB3A","ENSG00000172081",1457,132,909,5,63,46
"4439","126321","MFSD12","ENSG00000161091",567,39,361,8,37,45
"4440","126326","GIPC3","ENSG00000179855",743,43,440,5,103,55
"4441","126328","NDUFA11","ENSG00000174886",121,16,78,0,2,7
"4442","126353","MISP","ENSG00000099812",0,0,1,1,0,0
"4443","126364","LRRC25","ENSG00000175489",307,87,256,26,0,0
"4444","126370","OR1I1","ENSG00000094661",0,0,0,0,0,0
"4445","126374","WTIP","ENSG00000142279",359,6,151,7,29,28
"4446","126375","ZNF792","ENSG00000180884",256,33,123,4,25,23
"4447","126382","NR2C2AP","ENSG00000184162",63,28,24,0,0,1
"4448","126393","HSPB6","ENSG00000004776",140,18,138,0,3,9
"4450","126402","CCDC105","ENSG00000160994",0,0,0,1,0,0
"4451","126410","CYP4F22","ENSG00000171954",20,0,0,1,1,1
"4452","126432","RINL","ENSG00000187994",172,90,92,1,1,29
"4453","126432","RINL","ENSG00000282895",172,90,92,1,1,29
"4454","126433","FBXO27","ENSG00000161243",48,10,16,2,1,10
"4456","126520","PLK5","ENSG00000185988",1,0,0,0,0,3
"4457","126526","C19orf47","ENSG00000160392",218,30,53,0,9,29
"4458","126536","LINC00661","ENSG00000205396",1,0,0,1,3,1
"4459","126541","OR10H4","ENSG00000176231",0,0,0,0,0,0
"4460","126549","ANKLE1","ENSG00000160117",3,1,1,0,1,4
"4461","126567","C2CD4C","ENSG00000183186",140,26,75,46,174,149
"4463","126626","GABPB2","ENSG00000143458",712,40,504,0,45,17
"4464","126637","TCHHL1","ENSG00000182898",0,3,0,0,0,5
"4465","126638","RPTN","ENSG00000215853",0,0,0,1,2,1
"4466","126661","CCDC163","ENSG00000280670",50,0,21,0,8,1
"4467","126668","TDRD10","ENSG00000163239",154,27,139,57,33,50
"4468","126669","SHE","ENSG00000169291",3822,419,2774,3,298,179
"4469","126695","KDF1","ENSG00000175707",1,0,3,0,0,0
"4471","126731","CCSAP","ENSG00000154429",524,71,360,3,20,11
"4472","126755","LRRC38","ENSG00000162494",15,0,11,1,5,4
"4473","126767","AADACL3","ENSG00000188984",0,3,0,17,2,1
"4474","126789","PUSL1","ENSG00000169972",68,17,44,1,3,18
"4475","126792","B3GALT6","ENSG00000176022",247,12,125,0,6,13
"4477","126820","DNAI3","ENSG00000162643",0,0,1,0,0,12
"4478","126823","KLHDC9","ENSG00000162755",28,0,19,0,0,0
"4479","126859","AXDND1","ENSG00000162779",0,0,6,0,6,7
"4480","126868","MAB21L3","ENSG00000173212",0,0,0,21,12,3
"4482","126917","IFFO2","ENSG00000169991",162,42,98,12,36,52
"4483","126961","H3C14","ENSG00000203811",0,0,0,2,0,0
"4484","126969","SLC44A3","ENSG00000143036",19,0,13,4,6,0
"4487","127002","ATXN7L2","ENSG00000162650",61,5,26,1,4,3
"4488","127003","CFAP276","ENSG00000179902",0,0,0,0,2,0
"4489","127018","LYPLAL1","ENSG00000143353",624,23,305,4,25,4
"4490","127059","OR2M5","ENSG00000162727",0,0,0,28,0,3
"4491","127062","OR2M3","ENSG00000228198",0,1,0,5,4,0
"4492","127064","OR2T12","ENSG00000177201",0,2,0,0,0,0
"4493","127066","OR14C36","ENSG00000177174",0,0,0,1,0,0
"4494","127068","OR2T34","ENSG00000183310",0,0,0,0,0,0
"4495","127069","OR2T10","ENSG00000184022",0,0,0,0,0,1
"4496","127074","OR2T4","ENSG00000196944",0,6,0,0,0,0
"4497","127074","OR2T4","ENSG00000275617",0,6,0,0,0,0
"4498","127074","OR2T4","ENSG00000274870",0,6,0,0,0,0
"4499","127077","OR2T11","ENSG00000279301",0,0,0,0,4,0
"4501","127124","ATP6V1G3","ENSG00000151418",0,0,0,0,0,0
"4502","127124","ATP6V1G3","ENSG00000263014",0,0,0,0,0,0
"4504","127247","ASB17","ENSG00000154007",0,0,0,0,0,0
"4505","127253","TYW3","ENSG00000162623",614,18,360,1,29,6
"4506","127254","ERICH3","ENSG00000178965",15,0,21,2,2,2
"4507","127255","LRRIQ3","ENSG00000162620",2,0,3,6,1,1
"4508","127262","TPRG1L","ENSG00000158109",788,89,293,1,40,20
"4509","127281","PRXL2B","ENSG00000157870",277,16,163,1,14,17
"4510","127281","PRXL2B","ENSG00000275125",277,16,163,1,14,17
"4511","127294","MYOM3","ENSG00000142661",0,4,1,0,85,11
"4512","127343","DMBX1","ENSG00000197587",0,0,0,3,1,0
"4513","127385","OR10J5","ENSG00000184155",0,4,0,0,0,0
"4514","127391","TMCO2","ENSG00000188800",6,0,0,0,0,0
"4515","127396","ZNF684","ENSG00000117010",118,2,121,0,14,10
"4516","127428","TCEANC2","ENSG00000116205",268,30,156,2,5,29
"4517","127435","PODN","ENSG00000174348",865,89,527,26,47,28
"4518","127495","LRRC39","ENSG00000122477",66,1,16,0,0,7
"4519","127534","GJB4","ENSG00000189433",14,0,0,1,0,3
"4520","127540","HMGB4","ENSG00000176256",0,0,0,1,0,2
"4521","127544","RNF19B","ENSG00000116514",2021,105,952,7,59,54
"4522","127550","A3GALT2","ENSG00000184389",0,0,11,0,0,0
"4523","127579","DCST2","ENSG00000163354",0,0,0,1,2,1
"4524","127602","DNAH14","ENSG00000185842",58,14,50,15,28,14
"4525","127623","OR2B11","ENSG00000177535",37,2,23,0,5,0
"4526","127665","ZNF648","ENSG00000179930",6,0,8,1,0,1
"4527","127670","TEDDM1","ENSG00000203730",0,0,1,0,0,1
"4528","127687","C1orf122","ENSG00000197982",347,12,95,1,3,10
"4530","127700","OSCP1","ENSG00000116885",56,4,64,2,0,1
"4531","127703","C1orf216","ENSG00000142686",259,35,148,9,52,33
"4532","127707","KLHDC7A","ENSG00000179023",15,4,0,3,2,1
"4533","127731","VWA5B1","ENSG00000158816",1,3,5,7,4,3
"4534","127733","UBXN10","ENSG00000162543",6,5,37,0,0,3
"4535","127795","C1orf87","ENSG00000162598",0,1,0,12,5,6
"4537","127829","ARL8A","ENSG00000143862",705,113,389,1,42,22
"4538","127833","SYT2","ENSG00000143858",23,0,16,43,14,15
"4539","127841","LINC00628","ENSG00000280924",0,0,0,0,0,0
"4540","127845","GOLT1A","ENSG00000174567",0,0,0,36,0,0
"4541","127933","UHMK1","ENSG00000152332",3506,242,1847,12,66,105
"4542","127943","FCRLB","ENSG00000162746",7,5,11,0,1,12
"4545","128025","WDR64","ENSG00000162843",0,1,0,0,0,9
"4546","128061","C1orf131","ENSG00000143633",332,20,231,3,9,23
"4547","128077","LIX1L","ENSG00000271601",750,58,287,1,37,26
"4549","128102","HSD3BP4",NA,11,4,6,2,7,6
"4550","128153","SPATA17","ENSG00000162814",1,0,0,0,0,3
"4551","128178","EDARADD","ENSG00000186197",2222,277,1007,4,99,119
"4553","128209","KLF17","ENSG00000171872",21,0,0,0,7,1
"4554","128218","TMEM125","ENSG00000179178",6,0,1,0,0,1
"4555","128229","TSACC","ENSG00000163467",0,0,6,0,0,0
"4556","128239","IQGAP3","ENSG00000183856",33,8,13,14,38,35
"4557","128240","NAXE","ENSG00000163382",384,34,169,3,12,10
"4558","128272","ARHGEF19","ENSG00000142632",93,14,38,0,5,8
